STUDENT_IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,credit_momentum,credit_momentum_label,gateway_struggle,gateway_performance,extreme_unmet_need,unmet_need_segment,low_earned_hours,risk_score,risk_category,gpa_quartile,test_quartile,weak_preparation,efc_segment,financial_profile,gross_need_quartile,unmet_need_quartile,net_price_category,unmet_need_normalized,efc_normalized,financial_stress_score,financial_stress_level,revenue_if_retained,revenue_loss_if_not_returned,full_time_first_term,full_time_label,credit_intensity,second_term_enrolled,second_term_status,has_both_terms,credit_change,credit_momentum_trend,first_term_year,first_term_month,admission_season,cohort,father_first_gen,mother_first_gen,first_gen,first_gen_label,residency_label,distance_category,off_campus,out_of_state,demographic_disadvantage_score,demographic_disadvantage_level
7944880,18,M,BGD 1,Y,N,Joint Enrollment - Accel,N,,1140.0,1150.0,201008,CHEM 1211L,B,HIST 2112,B,MATH 1111,B,CHEM 1211,A,SPAN 1002,A,,,201102,ENGL 1102,B,BIOL 1215K,A,MATH 1113,A,POLS 1101,A,,,,,Off Campus,1,69.0,3.6,SCHOOL 1,3.0,College/Beyond,2.0,High School,B,Bachelors,13,13,17.0,17.0,0,150540,0,-139140.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.3771645272735709,0.0,1.3771645272735709,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,4.0,Major Increase (>3),2010,8,Summer,Summer 2010,0,1,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7951722,18,F,BGD 4,Y,N,Nursing,N,,1000.0,990.0,200508,COMM 1110,B,ENGL 1101,B,POLS 1101,B,MATH 1101,A,,,,,200602,HIST 2111,B,ENGL 1102,A,ITDS 2735,A,,,,,,,Off Campus,1,69.0,3.5,SCHOOL 10,2.0,High School,3.0,College/Beyond,B,Bachelors,14,14,14.0,11.0,268680,1151640,882960,-169500.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,Q2-Below Avg,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.36649216868232226,0.14716147161471616,1.219330697067606,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2005,8,Summer,Summer 2005,1,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7921235,17,M,BGD 6,Y,N,Biology,N,,540.0,530.0,200608,COMM 1110,B,MATH 1111,B,CHEM 1211,A,CHEM 1211L,A,ECON 2105,A,ENGL 1101,A,200702,POLS 1101,B,ENGL 1102,A,MATH 1113,A,,,,,,,Off Campus,1,69.0,3.4,SCHOOL 34,1.0,Middle School/Junior High,2.0,High School,B,Bachelors,16,16,17.0,17.0,1503900,1504980,1080,919740.0,1,On Track (15+ hrs),0,Strong (A/B),1,Extreme (>$469k),0,1,2-Moderate Risk,Q3-Above Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.7493893976655798,0.00018000180001800017,1.7492093958655617,Severe Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,1.0,Stable (±1),2006,8,Summer,Summer 2006,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
7971917,18,M,BGD 1,Y,N,Criminal Justice,N,,,,200708,COMM 1110,B,MATH 1101,B,SPAN 1001,B,,,,,,,200802,POLS 1101,B,ENGL 1102,A,,,,,,,,,On Campus,1,91.0,3.43,SCHOOL 274,2.0,High School,3.0,College/Beyond,B,Bachelors,16,16,15.0,15.0,0,0,0,0.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2007,8,Summer,Summer 2007,1,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7949937,18,F,BGD 1,Y,N,Undeclared,N,,,,200708,COMM 1110,B,HIST 2112,B,ENGL 1101,A,MATH 1111,A,MUSC 1100,A,,,200802,ENGL 1102,B,CHEM 1151,A,CHEM 1151L,A,ITDS 2735,A,,,,,On Campus,1,188.0,3.43,SCHOOL 369,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,16,16,14.0,14.0,0,0,0,0.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-2.0,Minor Drop (1-3),2007,8,Summer,Summer 2007,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7822511,18,F,BGD 1,Y,N,Music Education,N,24.0,1110.0,1110.0,200808,COMM 1110,B,HIST 2111,B,MATH 1111,A,,,,,,,200902,PHYS 1125,B,ENGL 1102,A,,,,,,,,,Off Campus,1,138.0,3.16,SCHOOL 157,2.0,High School,2.0,High School,B,Bachelors,13,13,15.0,15.0,0,0,0,0.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q2-Below Avg,Q3-Above Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,2.0,Minor Increase (1-3),2008,8,Summer,Summer 2008,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7932891,18,F,BGD 1,Y,N,Nursing,N,,980.0,990.0,200808,CPSC 1105,B,CHEM 1151,B,ITDS 2735,B,THEA 1100,B,CHEM 1151L,A,,,200902,ENGL 1101,B,MATH 1101,A,,,,,,,,,Off Campus,1,0.0,3.4,SCHOOL 10,2.0,High School,2.0,High School,B,Bachelors,14,14,13.0,13.0,0,1255740,2427120,-347580.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,Q2-Below Avg,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.3038922471431404,0.4045240452404524,0.8993682019026881,Moderate Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2008,8,Summer,Summer 2008,1,1,1,First-Generation,In-State,Local (<25 mi),0,0,1,Single Factor
7873022,18,M,BGD 1,Y,N,Undeclared,N,18.0,930.0,870.0,200908,CPSC 1105,B,HIST 1112,B,HIST 2112,B,,,,,,,201002,SOCI 1101,B,ARTH 1100,A,ENGL 1101,A,,,,,,,Off Campus,1,69.0,3.76,SCHOOL 3,2.0,High School,2.0,High School,B,Bachelors,12,12,13.0,9.0,0,0,226200,0.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.03770037700377004,1.3883756118767292,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
7880950,18,M,BGD 1,Y,N,Undeclared,N,,,,200908,CPSC 1105,B,ENGL 1102,B,POLS 1101,A,,,,,,,201002,BIOL 1125,B,HIST 1112I,A,MATH 1111,A,MUSC 1100,A,,,,,Off Campus,1,0.0,3.26,SCHOOL 1,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,14,14,15.0,15.0,0,1324500,4166340,-417420.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.2793416040597146,0.6943969439694397,0.5849446600902748,Moderate Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,1.0,Stable (±1),2009,8,Summer,Summer 2009,0,0,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7897241,18,M,BGD 4,Y,N,Applied Computer Science,N,21.0,890.0,990.0,200708,CPSC 1301,B,CPSC 1301L,B,ENGL 1101,B,MUSC 1100,A,,,,,200802,MATH 1111,B,COMM 1110,A,ENGL 1102,A,,,,,,,Off Campus,1,0.0,3.63,SCHOOL 70,2.0,High School,3.0,College/Beyond,B,Bachelors,16,12,18.0,15.0,0,0,0,0.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2007,8,Summer,Summer 2007,1,0,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7847232,18,F,BGD 1,Y,N,Applied Computer Science,N,25.0,,1150.0,200808,CPSC 1301,B,ENGL 1101,B,MATH 1131,B,CPSC 1301L,A,PSYC 1101,A,,,200902,HIST 2111,B,COMM 1110,A,ENGL 1102,A,ITDS 2735,A,STAT 1127,A,,,On Campus,1,69.0,3.82,SCHOOL 333,,No Information,,No Information,B,Bachelors,16,16,16.0,16.0,0,0,0,0.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,0.0,Stable (±1),2008,8,Summer,Summer 2008,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7800072,19,M,BGD 1,Y,N,Applied Computer Science,N,,1350.0,1340.0,200908,CPSC 1301,B,ECON 2105,B,POLS 1101,B,CPSC 1301L,A,,,,,201002,THEA 1100,B,HIST 1112I,A,SPAN 1001,A,,,,,,,Off Campus,1,69.0,3.69,SCHOOL 27,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,13,13,16.0,12.0,655980,1417380,761400,58560.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q2-Low Need,Q2-Low Unmet,Very Affordable,0.4466614078233029,0.12690126901269014,1.3197601388106128,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2009,8,Summer,Summer 2009,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7937586,19,M,BGD 3,Y,N,Management,N,,,,200608,ECON 2105,B,ENGL 1101,B,PSYC 1101,B,,,,,,,200702,ENGL 1102,B,ECON 2106,A,,,,,,,,,On Campus,1,69.0,3.62,SCHOOL 85,4.0,Other/Unknown,2.0,High School,B,Bachelors,15,15,12.0,12.0,0,0,0,0.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,0,1,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
8018975,17,F,BGD 1,Y,N,Management,N,,1060.0,1070.0,200608,ECON 2106,B,MATH 1111,B,ARTH 1100,A,COMM 1110,A,ENGL 1101,A,,,200702,MATH 1113,B,ENGL 1102,A,POLS 1101,A,,,,,,,On Campus,0,150.0,3.83,SCHOOL 121,2.0,High School,3.0,College/Beyond,B,Bachelors,16,16,17.0,17.0,0,1176420,1320180,-317160.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q3-Above Avg,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.3145856973521583,0.2200322003220032,1.0945534970301551,High Stress,12000,12000,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,1.0,Stable (±1),2006,8,Summer,Summer 2006,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
8027337,18,F,BGD 6,Y,N,Biology,Health Science,,1180.0,1190.0,201008,ECON 2106,B,PSYC 1101,B,BIOL 1215K,A,HIST 2112,A,,,,,201102,CHEM 1211L,B,CHEM 1211,A,ENGL 1102,A,MATH 1111,A,POLS 1101,A,,,Off Campus,1,69.0,3.7,SCHOOL 130,2.0,High School,2.0,High School,B,Bachelors,17,13,17.0,17.0,0,0,0,0.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,4.0,Major Increase (>3),2010,8,Summer,Summer 2010,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
7768704,18,F,BGD 3,Y,N,Pre-Business,N,21.0,1030.0,990.0,201008,ECON 2106,B,HIST 2111,B,MATH 1113,A,LEAD 1705,A,,,,,201102,ECON 2105,B,BIOL 1215K,A,MATH 1125,A,SPAN 1001,A,,,,,On Campus,1,176.0,4.0,SCHOOL 183,2.0,High School,3.0,College/Beyond,B,Bachelors,14,14,17.0,17.0,0,0,0,0.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2010,8,Summer,Summer 2010,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7799546,17,F,BGD 3,Y,N,Chemistry,N,,1120.0,1110.0,200508,ENGL 1101,B,HIST 2111,B,POLS 1101,B,,,,,,,200602,ENGL 1102,B,ECON 2106,A,MATH 1111,A,MUSC 1100,A,,,,,Off Campus,1,69.0,3.26,SCHOOL 2,2.0,High School,2.0,High School,B,Bachelors,14,14,13.0,13.0,0,1138980,1200780,-288180.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,Q3-Above Avg,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.32477294873471385,0.2001320013200132,1.1246409474147008,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2005,8,Summer,Summer 2005,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
7938765,18,M,BGD 3,Y,N,Music Education,N,,,,200508,ENGL 1101,B,MUSC 1100,B,,,,,,,,,200602,POLS 1101,B,ENGL 1102,A,,,,,,,,,On Campus,1,59.0,3.79,SCHOOL 43,2.0,High School,3.0,College/Beyond,B,Bachelors,13,13,16.0,13.0,0,0,0,0.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,0.0,Stable (±1),2005,8,Summer,Summer 2005,1,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7782508,18,F,BGD 1,Y,N,Criminal Justice,N,,1070.0,1070.0,200508,ENGL 1101,B,MATH 1111,B,ANTH 1105,A,,,,,,,200602,ENGL 1102,B,HIST 2111,A,PSYC 1101,A,,,,,,,On Campus,0,138.0,3.6,SCHOOL 127,1.0,Middle School/Junior High,2.0,High School,B,Bachelors,16,16,14.0,14.0,298620,1146420,847800,10440.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q3-Above Avg,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q2-Low Unmet,Very Affordable,0.4297459303723514,0.14130141301413013,1.2884445173582213,High Stress,12000,12000,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-2.0,Minor Drop (1-3),2005,8,Summer,Summer 2005,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7933295,18,M,BGD 1,Y,N,Undeclared,N,,,,200508,ENGL 1101,B,ITDS 2735,B,THEA 1100,B,HIST 2111,A,,,,,200602,ENGL 1102,B,COMM 1110,A,ECON 2105,A,MATH 1111,A,,,,,On Campus,1,90.0,3.21,SCHOOL 150,2.0,High School,3.0,College/Beyond,B,Bachelors,13,13,12.0,12.0,0,1138980,4031040,-408180.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.2825897131961816,0.6718467184671847,0.6107429947289968,Moderate Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2005,8,Summer,Summer 2005,1,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7821471,18,M,BGD 3,Y,N,Applied Computer Science,N,,1200.0,1190.0,200508,ENGL 1101,B,HIST 2112,B,MUSC 1100,B,CPSC 1301,A,PSYC 1101,A,,,200602,ANTH 1105,B,ITDS 1155,A,ITDS 2726,A,,,,,,,Off Campus,1,69.0,3.31,SCHOOL 34,4.0,Other/Unknown,3.0,College/Beyond,B,Bachelors,15,15,13.0,13.0,0,0,0,0.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-2.0,Minor Drop (1-3),2005,8,Summer,Summer 2005,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7822324,17,F,BGD 6,Y,N,Nursing,N,,990.0,990.0,200608,ENGL 1101,B,MATH 1111,B,ARTH 1100,A,CHEM 1151,A,CHEM 1151L,A,,,200702,COMM 1110,B,ENGL 1102,A,HIST 2112,A,,,,,,,Off Campus,1,69.0,3.86,SCHOOL 2,1.0,Middle School/Junior High,1.0,Middle School/Junior High,B,Bachelors,15,15,16.0,16.0,0,0,0,0.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,1.0,Stable (±1),2006,8,Summer,Summer 2006,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
8014115,18,M,BGD 1,Y,N,Biology,N,21.0,,990.0,200608,ENGL 1101,B,HIST 2111,B,MATH 1111,B,MUSC 1100,B,,,,,200702,ENGL 1102,B,SPAN 1001,A,,,,,,,,,Off Campus,1,69.0,3.73,SCHOOL 11,2.0,High School,3.0,College/Beyond,B,Bachelors,14,11,15.0,12.0,462480,1187280,724800,163320.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q2-Low Unmet,Affordable,0.48348737244844153,0.12080120801208012,1.3626861644363615,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,1.0,Stable (±1),2006,8,Summer,Summer 2006,1,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7832195,18,F,BGD 3,Y,N,Nursing,N,21.0,920.0,990.0,200608,ENGL 1101,B,HIST 2112,B,CHEM 1151,A,CHEM 1151L,A,COMM 1110,A,,,200702,ENGL 1102,B,ITDS 2735,A,MATH 1101,A,,,,,,,On Campus,1,136.0,3.37,SCHOOL 126,2.0,High School,2.0,High School,B,Bachelors,13,13,14.0,14.0,489900,1176420,686520,190740.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q3-Above Avg,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q3-Moderate Unmet,Affordable,0.49312624176899617,0.11442114421144212,1.378705097557554,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,1.0,Stable (±1),2006,8,Summer,Summer 2006,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7952377,19,M,BGD 1,Y,N,Theatre Arts,N,23.0,,1070.0,200608,ENGL 1101,B,HIST 2111,B,MUSC 1100,B,,,,,,,200702,ITDS 2735,B,ARTH 1100,A,PSYC 1101,A,,,,,,,On Campus,1,215.0,3.53,SCHOOL 258,3.0,College/Beyond,2.0,High School,B,Bachelors,15,15,12.0,12.0,882240,1160520,0,594240.0,1,On Track (15+ hrs),0,Strong (A/B),1,Extreme (>$469k),0,1,2-Moderate Risk,Q3-Above Avg,Q3-Above Avg,0,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.634967371267311,0.0,1.634967371267311,Severe Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,0,1,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7871010,18,F,BGD 1,Y,N,Undeclared,N,20.0,,950.0,200608,ENGL 1101,B,HIST 2111,B,ARTH 1100,A,PSYC 1101,A,,,,,200702,HIST 2112,B,COMM 1110,A,ENGL 1102,A,MATH 1101,A,,,,,On Campus,1,69.0,2.93,SCHOOL 268,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,15,15,12.0,12.0,0,1176420,1475460,-299160.0,1,On Track (15+ hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q2-Below Avg,Q2-Below Avg,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.32091318268293817,0.24591245912459125,1.075000723558347,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7917360,18,F,BGD 1,Y,N,Music Education,N,27.0,1130.0,1220.0,200608,ENGL 1101,B,MATH 1113,B,COMM 1110,A,,,,,,,200702,ENGL 1102,B,ENVS 1105,A,MUSC 1100,A,,,,,,,Off Campus,1,208.0,4.0,SCHOOL 278,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,13,13,17.0,17.0,0,0,0,0.0,0,Behind (<15 hrs),0,Strong (A/B),0,Manageable (<$469k),0,0,1-Low Risk,Q4-Highest,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,4.0,Major Increase (>3),2006,8,Summer,Summer 2006,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
